time,charge,power,odometer,weight,temperature,doors,start_date,start_time
0.0,0.0,0.15000000000009095,12677.0,13000.0,16.75,0.0,Jun 06 2019,06:38:47
1.0,0.0,0.15000000000009095,12677.0,13000.0,16.75,0.0,Jun 06 2019,06:38:47
2.0,0.0,-12.0,12677.0,13000.0,16.75,0.0,Jun 06 2019,06:38:47
3.0,0.0,-14.449999999999818,12677.0,13000.0,16.75,1.0,Jun 06 2019,06:38:47
4.0,0.0,-16.049999999999955,12677.0,13000.0,16.75,1.0,Jun 06 2019,06:38:47
5.0,0.0,-16.84999999999991,12677.0,13000.0,16.75,1.0,Jun 06 2019,06:38:47
6.0,0.0,-17.549999999999955,12677.0,13000.0,16.75,1.0,Jun 06 2019,06:38:47
7.0,0.0,-20.0,12677.0,13000.0,16.75,2.0,Jun 06 2019,06:38:47
8.0,0.0,-24.149999999999864,12677.0,13000.0,16.75,2.0,Jun 06 2019,06:38:47
9.0,0.0,-30.399999999999864,12677.000327690972,13070.0,16.75,2.0,Jun 06 2019,06:38:47
10.0,0.0,-30.199999999999818,12677.001063368056,13080.0,16.75,2.0,Jun 06 2019,06:38:47
11.0,0.0,-37.25,12677.002217881944,13070.0,16.75,2.0,Jun 06 2019,06:38:47
12.0,0.0,-43.59999999999991,12677.003969184028,13070.0,16.75,2.0,Jun 06 2019,06:38:47
13.0,0.0,-41.0,12677.006143663195,13100.0,16.75,2.0,Jun 06 2019,06:38:47
14.0,0.0,-42.94999999999982,12677.008850911458,13100.0,16.75,2.0,Jun 06 2019,06:38:47
15.0,0.0,-37.899999999999864,12677.011937934029,13120.0,16.75,2.0,Jun 06 2019,06:38:47
16.0,0.0,-42.09999999999991,12677.015384114584,13130.0,16.75,2.0,Jun 06 2019,06:38:47
17.0,0.0,-47.649999999999864,12677.019251302083,13200.0,16.75,2.0,Jun 06 2019,06:38:47
18.0,0.0,-49.44999999999982,12677.023562282986,13240.0,16.75,2.0,Jun 06 2019,06:38:47
19.0,0.0,-47.75,12677.028255208334,13220.0,16.75,2.0,Jun 06 2019,06:38:47
20.0,0.0,-30.949999999999818,12677.033178168404,13180.0,16.75,2.0,Jun 06 2019,06:38:47
21.0,0.0,-41.149999999999864,12677.038315972222,13150.0,16.75,2.0,Jun 06 2019,06:38:47
22.0,0.0,-31.399999999999864,12677.04366970486,13110.0,16.75,2.0,Jun 06 2019,06:38:47
23.0,0.0,-29.09999999999991,12677.049124348958,13110.0,16.75,2.0,Jun 06 2019,06:38:47
24.0,0.0,-28.34999999999991,12677.054632161458,13100.0,16.75,2.0,Jun 06 2019,06:38:47
25.0,0.0,-24.09999999999991,12677.06017469618,13080.0,16.75,2.0,Jun 06 2019,06:38:47
26.0,0.0,-29.949999999999818,12677.065796440973,13090.0,16.75,2.0,Jun 06 2019,06:38:47
27.0,0.0,-12.649999999999864,12677.07136501736,13140.0,16.75,2.0,Jun 06 2019,06:38:47
28.0,0.0,-11.649999999999864,12677.076806640625,13220.0,16.75,2.0,Jun 06 2019,06:38:47
29.0,0.0,-19.09999999999996,12677.082180989584,13300.0,16.75,2.0,Jun 06 2019,06:38:47
30.0,0.0,-9.449999999999825,12677.087449001736,13370.0,16.75,2.0,Jun 06 2019,06:38:47
