time,charge,power,odometer,weight,temperature,doors,start_date,start_time
0.0,0.0,0.0,,,,,May 15 2019,14:20:23
1.0,0.0,0.0,,,,,May 15 2019,14:20:23
2.0,0.0,0.0,,,,,May 15 2019,14:20:23
3.0,0.0,0.0,,,18.125,0.0,May 15 2019,14:20:23
4.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
5.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
6.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
7.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
8.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
9.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
10.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
11.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
12.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
13.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
14.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
15.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
16.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
17.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
18.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
19.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
20.0,0.0,0.0,,,18.125,0.0,May 15 2019,14:20:23
21.0,0.0,0.0,,,18.125,0.0,May 15 2019,14:20:23
22.0,0.0,0.0,,,18.125,0.0,May 15 2019,14:20:23
23.0,0.0,0.0,,,18.125,0.0,May 15 2019,14:20:23
24.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
25.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
26.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
27.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
28.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
29.0,0.0,0.0,,12830.0,18.125,0.0,May 15 2019,14:20:23
30.0,0.0,-0.15000000000001457,,12830.0,18.125,0.0,May 15 2019,14:20:23
31.0,0.0,-0.4499999999998119,,12830.0,18.125,0.0,May 15 2019,14:20:23
32.0,0.0,-4.099999999999909,,12830.0,18.125,0.0,May 15 2019,14:20:23
33.0,0.0,-5.149999999999864,,12830.0,18.125,0.0,May 15 2019,14:20:23
34.0,0.0,-5.5,,12830.0,18.125,0.0,May 15 2019,14:20:23
35.0,0.0,-5.649999999999864,,12830.0,18.125,1.0,May 15 2019,14:20:23
36.0,0.0,-5.399999999999864,,12830.0,18.125,1.0,May 15 2019,14:20:23
37.0,0.0,-5.2999999999999545,,12800.0,18.125,1.0,May 15 2019,14:20:23
38.0,0.0,-5.5,,12790.0,18.125,1.0,May 15 2019,14:20:23
39.0,0.0,-5.399999999999864,,12790.0,18.125,2.0,May 15 2019,14:20:23
40.0,0.0,-5.399999999999864,,12790.0,18.125,2.0,May 15 2019,14:20:23
41.0,0.0,-5.5,,12800.0,18.125,2.0,May 15 2019,14:20:23
42.0,0.0,-5.349999999999909,,12800.0,18.125,2.0,May 15 2019,14:20:23
43.0,0.0,-5.349999999999909,,12800.0,18.125,2.0,May 15 2019,14:20:23
44.0,0.0,-7.2999999999999545,,12800.0,18.125,2.0,May 15 2019,14:20:23
45.0,0.0,-9.75,,12810.0,18.125,2.0,May 15 2019,14:20:23
46.0,0.0,-7.5499999999999545,9448.000317925347,12810.0,18.125,2.0,May 15 2019,14:20:23
47.0,0.0,-7.5499999999999545,9448.00068576389,12810.0,18.125,2.0,May 15 2019,14:20:23
48.0,0.0,-15.25,9448.001153428819,12810.0,18.125,2.0,May 15 2019,14:20:23
49.0,0.0,-21.899999999999864,9448.002258029514,12820.0,18.125,2.0,May 15 2019,14:20:23
50.0,0.0,-28.199999999999818,9448.003986545138,12840.0,18.125,2.0,May 15 2019,14:20:23
51.0,0.0,-27.59999999999991,9448.00629123264,12850.0,18.125,2.0,May 15 2019,14:20:23
52.0,0.0,-29.649999999999864,9448.00906467014,12880.0,18.125,2.0,May 15 2019,14:20:23
53.0,0.0,-33.09999999999991,9448.012310112847,12920.0,18.125,2.0,May 15 2019,14:20:23
54.0,0.0,-42.899999999999864,9448.016022135416,13010.0,18.125,2.0,May 15 2019,14:20:23
55.0,0.0,-85.44999999999982,9448.020396050348,13010.0,18.125,2.0,May 15 2019,14:20:23
56.0,0.0,-70.39999999999986,9448.025615234375,13010.0,18.125,2.0,May 15 2019,14:20:23
57.0,0.0,-76.89999999999986,9448.03138454861,13030.0,18.125,2.0,May 15 2019,14:20:23
58.0,0.0,-73.1,9448.037746310763,13060.0,18.125,2.0,May 15 2019,14:20:23
59.0,0.0,-79.74999999999983,9448.044592013888,13030.0,18.125,2.0,May 15 2019,14:20:23
60.0,0.0,-94.54999999999994,9448.052005208334,13010.0,18.125,2.0,May 15 2019,14:20:23
61.0,0.0,-87.80000000000001,9448.059984809028,12980.0,18.125,2.0,May 15 2019,14:20:23
62.0,0.0,-84.69999999999982,9448.068468967014,12970.0,18.125,2.0,May 15 2019,14:20:23
63.0,0.0,-81.69999999999989,9448.07743923611,12960.0,18.125,2.0,May 15 2019,14:20:23
64.0,0.0,-69.25,9448.086676432291,13030.0,18.125,2.0,May 15 2019,14:20:23
65.0,0.0,-68.59999999999991,9448.096143663195,13070.0,18.125,2.0,May 15 2019,14:20:23
66.0,0.0,-68.19999999999982,9448.10574435764,13060.0,18.125,2.0,May 15 2019,14:20:23
67.0,0.0,-67.44999999999982,9448.115500217014,13010.0,18.125,2.0,May 15 2019,14:20:23
