time,charge,power,odometer,weight,temperature,doors,start_date,start_time
0.0,0.0,0.0,20918.0,,,,Aug 05 2019,05:49:19
1.0,0.0,0.0,20918.0,,,,Aug 05 2019,05:49:19
2.0,0.0,0.0,20918.0,,,,Aug 05 2019,05:49:19
3.0,0.0,0.0,20918.0,,24.875,0.0,Aug 05 2019,05:49:19
4.0,0.0,0.0,20918.0,12740.0,24.875,0.0,Aug 05 2019,05:49:19
5.0,0.0,0.0,20918.0,12750.0,24.875,0.0,Aug 05 2019,05:49:19
6.0,0.0,0.0,20918.0,12750.0,24.875,0.0,Aug 05 2019,05:49:19
7.0,0.0,0.0,20918.0,12750.0,24.875,0.0,Aug 05 2019,05:49:19
8.0,0.0,0.0,20918.0,12750.0,24.875,0.0,Aug 05 2019,05:49:19
9.0,0.0,0.0,20918.0,12750.0,24.875,0.0,Aug 05 2019,05:49:19
10.0,0.0,0.0,20918.0,12750.0,24.875,0.0,Aug 05 2019,05:49:19
11.0,0.0,0.0,20918.0,12740.0,24.875,0.0,Aug 05 2019,05:49:19
12.0,0.0,0.0,20918.0,12740.0,24.875,0.0,Aug 05 2019,05:49:19
13.0,0.0,0.0,20918.0,12740.0,24.875,0.0,Aug 05 2019,05:49:19
14.0,0.0,0.0,20918.0,12740.0,24.875,0.0,Aug 05 2019,05:49:19
15.0,0.0,0.0,20918.0,12740.0,24.875,0.0,Aug 05 2019,05:49:19
16.0,0.0,0.0,20918.0,12740.0,24.875,0.0,Aug 05 2019,05:49:19
17.0,0.0,0.0,20918.0,12740.0,24.875,0.0,Aug 05 2019,05:49:19
18.0,0.0,0.0,20918.0,12740.0,24.875,0.0,Aug 05 2019,05:49:19
19.0,0.0,0.0,20918.0,12740.0,24.875,0.0,Aug 05 2019,05:49:19
20.0,0.0,0.0,20918.0,12740.0,24.875,0.0,Aug 05 2019,05:49:19
21.0,0.0,0.0,20918.0,12740.0,24.875,0.0,Aug 05 2019,05:49:19
22.0,0.0,0.0,20918.0,12740.0,24.875,0.0,Aug 05 2019,05:49:19
23.0,0.0,0.0,20918.0,12740.0,24.875,0.0,Aug 05 2019,05:49:19
24.0,0.0,0.0,20918.0,12750.0,24.875,0.0,Aug 05 2019,05:49:19
25.0,0.0,0.0,20918.0,12750.0,24.875,0.0,Aug 05 2019,05:49:19
26.0,0.0,0.0,20918.0,12750.0,24.875,0.0,Aug 05 2019,05:49:19
27.0,0.0,0.0,20918.0,12760.0,24.875,0.0,Aug 05 2019,05:49:19
28.0,0.0,0.0,20918.0,12760.0,24.875,0.0,Aug 05 2019,05:49:19
29.0,0.0,0.0,20918.0,12760.0,24.875,0.0,Aug 05 2019,05:49:19
30.0,0.0,0.0,20918.0,12760.0,24.875,0.0,Aug 05 2019,05:49:19
31.0,0.0,0.0,20918.0,12760.0,24.875,0.0,Aug 05 2019,05:49:19
32.0,0.0,0.0,20918.0,12760.0,24.875,0.0,Aug 05 2019,05:49:19
33.0,0.0,0.0,20918.0,12760.0,24.875,0.0,Aug 05 2019,05:49:19
34.0,0.0,0.0,20918.0,12760.0,24.875,0.0,Aug 05 2019,05:49:19
35.0,0.0,0.0,20918.0,12760.0,24.875,0.0,Aug 05 2019,05:49:19
36.0,0.0,0.0,20918.0,12770.0,24.875,0.0,Aug 05 2019,05:49:19
37.0,0.0,-0.09999999999990905,20918.0,12770.0,24.875,0.0,Aug 05 2019,05:49:19
38.0,0.0,-1.449999999999818,20918.0,12770.0,24.875,0.0,Aug 05 2019,05:49:19
