time,charge,power,odometer,weight,temperature,doors,start_date,start_time
0.0,0.0,0.0,,,20.875,,Oct 27 2018,06:52:50
1.0,0.0,0.0,,,20.875,,Oct 27 2018,06:52:50
2.0,0.0,0.0,,,20.875,,Oct 27 2018,06:52:50
3.0,0.0,0.0,,,20.875,0.0,Oct 27 2018,06:52:50
4.0,0.0,0.0,,13990.0,20.875,0.0,Oct 27 2018,06:52:50
5.0,0.0,0.650000000000091,,13990.0,20.875,0.0,Oct 27 2018,06:52:50
6.0,0.0,-3.0499999999999545,,13990.0,20.875,0.0,Oct 27 2018,06:52:50
7.0,0.0,-7.699999999999818,,13990.0,20.875,0.0,Oct 27 2018,06:52:50
8.0,0.0,-9.649999999999864,,13990.0,20.875,0.0,Oct 27 2018,06:52:50
9.0,0.0,-10.399999999999864,,13990.0,20.875,0.0,Oct 27 2018,06:52:50
10.0,0.0,-9.599999999999909,,13990.0,20.875,0.0,Oct 27 2018,06:52:50
11.0,0.0,-9.849999999999909,,14020.0,20.875,1.0,Oct 27 2018,06:52:50
12.0,0.0,-9.75,,14060.0,20.875,1.0,Oct 27 2018,06:52:50
13.0,0.0,-9.349999999999909,,14080.0,20.875,1.0,Oct 27 2018,06:52:50
14.0,0.0,-10.449999999999818,,14090.0,20.875,2.0,Oct 27 2018,06:52:50
15.0,0.0,-9.699999999999818,,14100.0,20.875,2.0,Oct 27 2018,06:52:50
16.0,0.0,-13.299999999999955,,14110.0,20.875,2.0,Oct 27 2018,06:52:50
17.0,0.0,-11.349999999999909,,14120.0,20.875,2.0,Oct 27 2018,06:52:50
18.0,0.0,-11.349999999999909,,14130.0,20.875,2.0,Oct 27 2018,06:52:50
19.0,0.0,-13.449999999999818,20.000130208333335,14160.0,20.875,2.0,Oct 27 2018,06:52:50
20.0,0.0,-11.5,20.000518663194445,14230.0,20.875,2.0,Oct 27 2018,06:52:50
21.0,0.0,-10.399999999999864,20.000965711805556,14250.0,20.875,2.0,Oct 27 2018,06:52:50
22.0,0.0,-10.25,20.001416015625,14270.0,20.875,2.0,Oct 27 2018,06:52:50
23.0,0.0,-10.299999999999955,20.001866319444446,14290.0,20.875,2.0,Oct 27 2018,06:52:50
24.0,0.0,-10.549999999999955,20.002310112847223,14300.0,20.875,2.0,Oct 27 2018,06:52:50
25.0,0.0,-10.199999999999818,20.00275173611111,14310.0,20.875,2.0,Oct 27 2018,06:52:50
26.0,0.0,-10.349999999999909,20.003193359375,14310.0,20.875,2.0,Oct 27 2018,06:52:50
27.0,0.0,-10.649999999999864,20.003626302083333,14300.0,20.875,2.0,Oct 27 2018,06:52:50
28.0,0.0,-10.75,20.004055989583332,14290.0,20.875,2.0,Oct 27 2018,06:52:50
29.0,0.0,-11.649999999999865,20.004480251736112,14280.0,20.875,2.0,Oct 27 2018,06:52:50
30.0,0.0,-10.849999999999905,20.004912109375,14270.0,20.875,2.0,Oct 27 2018,06:52:50
31.0,0.0,-10.699999999999815,20.00535915798611,14270.0,20.875,2.0,Oct 27 2018,06:52:50
32.0,0.0,-10.5,20.00579318576389,14270.0,20.875,2.0,Oct 27 2018,06:52:50
33.0,0.0,-11.25,20.00619357638889,14270.0,20.875,2.0,Oct 27 2018,06:52:50
34.0,0.0,-10.599999999999909,20.006598307291668,14270.0,20.875,2.0,Oct 27 2018,06:52:50
35.0,0.0,-10.599999999999909,20.00701171875,14270.0,20.875,2.0,Oct 27 2018,06:52:50
36.0,0.0,-67.84999999999991,20.007425130208333,14260.0,20.875,2.0,Oct 27 2018,06:52:50
37.0,0.0,-68.29999999999995,20.007840711805557,14260.0,20.875,2.0,Oct 27 2018,06:52:50
38.0,0.0,-68.54999999999995,20.008256293402777,14250.0,20.875,2.0,Oct 27 2018,06:52:50
