time,charge,power,odometer,weight,temperature,doors,start_date,start_time
0,0,-55.811982232214945,103131.92367275442,14956.841932487012,14.3,2,2023-10-27,12:45:00
1,0,-59.76514631264581,103131.92463937946,15391.701576743699,13.96,2,2023-10-27,12:45:00
2,0,-69.74396758555649,103131.92636879355,15185.313835898387,13.78,2,2023-10-27,12:45:00
3,0,-74.46540908061264,103131.9284511876,15764.427078077442,14.69,2,2023-10-27,12:45:00
4,0,-75.91204660968997,103131.93122466345,14033.120239482632,14.95,2,2023-10-27,12:45:00
5,0,-79.89398086296325,103131.9342328423,15912.004225136945,14.4,2,2023-10-27,12:45:00
6,0,-88.06720428096635,103131.93811514445,14882.443988711857,14.87,2,2023-10-27,12:45:00
7,0,-87.57638200903267,103131.94219380872,16900.789651961375,14.3,2,2023-10-27,12:45:00
8,0,-91.19792000448373,103131.94673738981,14512.947755663803,15.64,2,2023-10-27,12:45:00
9,0,-86.02099062845339,103131.95115094438,15663.118722373643,14.58,2,2023-10-27,12:45:00
10,0,-100.08046764601872,103131.95637462914,14790.923351865364,14.31,2,2023-10-27,12:45:00
11,0,-99.84448867147402,103131.96186893535,13965.761013517937,14.65,2,2023-10-27,12:45:00
12,0,-105.24225335479863,103131.96832275733,15458.24102293896,14.74,2,2023-10-27,12:45:00
13,0,-106.3826106967383,103131.97501495227,15765.170838057908,14.3,2,2023-10-27,12:45:00
14,0,-117.44678679910153,103131.98250398472,14069.410015630376,13.94,2,2023-10-27,12:45:00
15,0,-124.17933632774405,103131.99126207062,14407.00383993256,15.04,2,2023-10-27,12:45:00
16,0,-128.600575827372,103132.0002097974,13383.798367116095,14.04,2,2023-10-27,12:45:00
17,0,-138.14571740018056,103132.00969166144,15596.849275089227,14.1,2,2023-10-27,12:45:00
18,0,-141.86804186654953,103132.01974510505,15252.325684269419,14.33,2,2023-10-27,12:45:00
19,0,-150.5194414617612,103132.03051447551,15122.301334648493,14.63,2,2023-10-27,12:45:00
20,0,-134.44761228864078,103132.03983149218,13636.61541154362,14.27,2,2023-10-27,12:45:00
21,0,-140.72495961494616,103132.05005702208,15297.148061509533,14.9,2,2023-10-27,12:45:00
22,0,-140.66624824585415,103132.06082509265,13855.02361849074,14.83,2,2023-10-27,12:45:00
23,0,-140.35460880641816,103132.07123074828,15114.354204510832,14.8,2,2023-10-27,12:45:00
24,0,-157.24125833247837,103132.08289262881,15035.154695866982,15.45,2,2023-10-27,12:45:00
25,0,-134.92328060318312,103132.09303917339,15255.40678826369,15.09,2,2023-10-27,12:45:00
26,0,-137.95523210710164,103132.10289442434,15556.15698200505,14.39,2,2023-10-27,12:45:00
27,0,-133.39143343915416,103132.11193661764,15832.780435106946,15.52,2,2023-10-27,12:45:00
28,0,-140.44515458885715,103132.12222834764,14807.35458450079,15.6,2,2023-10-27,12:45:00
29,,-152.21779646398383,103132.1335142937,16395.251101504444,15.31,2,2023-10-27,12:45:00
30,0,-141.47601196058997,103132.14415215189,15176.221056713504,14.92,2,2023-10-27,12:45:00
31,0,,103132.15387395678,15923.07578405189,15.36,2,2023-10-27,12:45:00
32,0,-146.9584823777343,103132.16422094005,14447.027832208509,14.92,2,2023-10-27,12:45:00
33,0,-135.97538450475685,103132.17416493244,15613.283867372233,14.07,2,2023-10-27,12:45:00
