time,charge,power,odometer,weight,temperature,doors,start_date,start_time
0,0,-52.5446867820855,147424.63233086525,13301.520931443772,9.83,2,2023-10-31,13:55:00
1,0,-45.63865070195846,147424.63287030757,13364.782663190968,9.65,2,2023-10-31,13:55:00
2,0,-54.36385043604287,147424.63371196453,11332.78046010069,9.0,2,2023-10-31,13:55:00
3,0,-57.770385662515245,147424.63501229533,12787.52148611629,10.99,2,2023-10-31,13:55:00
4,error,-57.824492268753566,147424.63603357205,14039.835368373897,9.28,2,2023-10-31,13:55:00
5,0,-63.085415290386166,147424.63842295582,13391.801763941041,9.85,2,2023-10-31,13:55:00
6,0,-67.50081853335566,147424.64073149863,12039.486740913895,9.69,2,2023-10-31,13:55:00
7,0,-68.37667940616602,147424.64377545682,13648.713846918386,9.18,2,2023-10-31,13:55:00
8,0,-61.677989652001436,147424.64630778466,12321.472456217998,11.01,2,2023-10-31,13:55:00
9,0,-76.2465673553058,147424.65016493836,14969.156043992689,10.7,2,2023-10-31,13:55:00
10,0,-76.46072996936527,147424.65448154858,13403.419118303338,10.86,2,2023-10-31,13:55:00
11,0,-75.60629659104396,147424.65859289808,14630.1083432121,10.61,2,2023-10-31,13:55:00
12,0,-76.6932851401494,147424.6629837626,12900.824973028435,10.65,2,2023-10-31,13:55:00
13,0,-80.69928755189842,147424.66780599195,12281.256048788953,10.24,2,2023-10-31,13:55:00
14,0,-82.81725012316048,147424.67298510464,12877.227920119714,9.97,2,2023-10-31,13:55:00
15,0,-85.66969795259784,147424.67937875027,14094.450362923644,10.93,2,2023-10-31,13:55:00
16,0,-85.90525403827654,147424.6853573179,14024.721610689481,10.85,2,2023-10-31,13:55:00
17,0,-97.39510591418984,147424.69258028228,14064.929998143416,10.26,2,2023-10-31,13:55:00
18,0,-96.41480088295205,147424.6996486421,13368.11281666915,10.83,2,2023-10-31,13:55:00
19,0,-96.69569267095694,147424.70679328122,14269.785255656789,10.21,2,2023-10-31,13:55:00
20,0,-92.16002671593589,147424.71352907098,13559.347174412911,11.05,2,2023-10-31,13:55:00
21,0,-96.47406710586283,147424.72078367686,13663.751161059314,10.68,2,2023-10-31,13:55:00
22,0,-101.59827148543461,147424.72875396177,13194.800889083983,10.19,2,2023-10-31,13:55:00
23,0,-103.31017112386603,147424.73663491124,14372.939755613035,11.45,2,2023-10-31,13:55:00
24,0,-100.68592108023661,147424.74506308738,12842.803900545998,10.33,2,2023-10-31,13:55:00
25,0,-102.39793246417165,147424.75322842968,13398.712355244397,11.13,2,2023-10-31,13:55:00
26,0,-105.95661441184109,147424.761264507,13225.953510132047,11.41,2,2023-10-31,13:55:00
27,0,-104.89184720534945,147424.76998269488,12678.130517928603,11.27,2,2023-10-31,13:55:00
28,0,-103.69205827432194,147424.77870827803,13973.151313601935,11.68,2,2023-10-31,13:55:00
29,0,-89.92131151226135,147424.78539100807,12808.76364811205,10.31,2,2023-10-31,13:55:00
30,0,-98.35453846648423,147424.79259720698,13038.583472552165,11.09,2,2023-10-31,13:55:00
31,0,-94.9427424759682,147424.79955868714,13890.710744211836,11.06,2,2023-10-31,13:55:00
