time,charge,power,odometer,weight,temperature,doors,start_date,start_time
0,0,-60.057814594584265,141998.60332152716,16570.231598397568,10.35,2,2023-10-27,16:29:00
1,0,-61.92063167838872,141998.6033557563,16529.31520028243,11.27,2,2023-10-27,16:29:00
2,0,-65.19034241075485,141998.6037931199,16548.635394998648,12.0,2,2023-10-27,16:29:00
3,0,-70.74170461345085,141998.60425194184,16487.127755682563,10.92,2,2023-10-27,16:29:00
4,0,-66.15495463195185,141998.60442313264,16575.516636211913,9.87,2,2023-10-27,16:29:00
5,0,-69.3387522798942,141998.60582514267,15908.592748256333,11.34,2,2023-10-27,16:29:00
6,0,-68.71940154018458,141998.60664315714,17268.993487554082,11.33,2,2023-10-27,16:29:00
7,0,-70.94200474596938,141998.60803767852,17004.654428555743,10.32,2,2023-10-27,16:29:00
8,0,-70.67192623913353,141998.60971446152,14881.553974607586,10.79,2,2023-10-27,16:29:00
9,0,-78.61896801701997,141998.61271562544,17130.780990916133,10.13,2,2023-10-27,16:29:00
10,0,-71.4126069888106,141998.61456489327,17204.46448756073,11.16,2,2023-10-27,16:29:00
11,0,-81.88925985558548,141998.61731898095,16956.99975273711,10.87,2,2023-10-27,16:29:00
12,0,-83.32013388803914,141998.6205960566,15719.980811668825,10.78,2,2023-10-27,16:29:00
13,0,-79.39763167255353,141998.62300504415,16484.529687749695,10.28,2,2023-10-27,16:29:00
14,0,-80.89277465580253,141998.6258161409,16053.854996613252,11.13,2,2023-10-27,16:29:00
15,0,-87.20866622485138,141998.62941502628,17540.537864858637,11.25,2,2023-10-27,16:29:00
16,0,-90.7790203666983,141998.63357947033,17022.613844132276,10.7,2,2023-10-27,16:29:00
17,0,-84.00317776031233,141998.63762462218,15927.69223466284,10.9,2,2023-10-27,16:29:00
18,0,-78.51437522123153,141998.64097657282,17771.0404814229,10.73,2,2023-10-27,16:29:00
19,0,-94.44020575243637,141998.64567902568,17386.67777394208,11.94,2,2023-10-27,16:29:00
20,0,-92.8007681446082,141998.65069801058,18508.777901150082,12.04,2,2023-10-27,16:29:00
21,0,-92.94819030935425,141998.6550714581,17084.846777323954,10.8,2,2023-10-27,16:29:00
22,0,-100.06757194004666,141998.66027261165,17254.724498351363,11.18,2,2023-10-27,16:29:00
23,0,-82.96132320289436,141998.66441978802,17276.118622486432,11.73,2,2023-10-27,16:29:00
24,0,-96.01250170113799,141998.66922985157,16441.163503716896,10.24,2,2023-10-27,16:29:00
25,0,-98.61099758715308,141998.6745059942,16219.611194704336,11.59,2,2023-10-27,16:29:00
26,0,-91.43030993044613,141998.6797900404,16361.938344438317,11.38,2,2023-10-27,16:29:00
27,,-97.78036727686806,141998.68452461643,17353.049216233583,11.76,2,2023-10-27,16:29:00
28,0,-94.90944788904332,141998.6886519483,17124.260278210684,10.99,2,2023-10-27,16:29:00
29,0,-98.99861716231658,141998.69350835515,17119.206744946216,10.96,2,2023-10-27,16:29:00
30,0,-87.69720228362316,141998.69803598226,16588.59899351953,11.61,2,2023-10-27,16:29:00
31,0,-91.95270339412392,141998.7021110213,17211.21825515688,12.39,2,2023-10-27,16:29:00
32,0,-93.46756858260821,141998.7065592021,16511.749472362153,12.05,2,2023-10-27,16:29:00
33,error,-86.77340342159324,141998.71069165945,16623.110600952117,12.16,2,2023-10-27,16:29:00
34,0,-96.49936170181363,141998.71579290825,16640.32624492044,12.65,2,2023-10-27,16:29:00
35,0,-101.22133307716254,141998.7219356474,16975.778169351248,11.58,2,2023-10-27,16:29:00
36,0,-91.49263502953833,141998.72619165885,16018.407210496025,12.07,2,2023-10-27,16:29:00
37,0,-93.56584318724087,141998.73049206327,16330.485074960397,11.78,2,2023-10-27,16:29:00
38,0,-101.19035956026333,141998.73590549524,16368.064296337636,12.21,2,2023-10-27,16:29:00
