time,charge,power,odometer,weight,temperature,doors,start_date,start_time
0,0,-50.477425707318666,74508.0483860738,14054.886972673814,11.07,2,2023-04-29,17:52:00
1,0,-55.986644340313035,74508.04924285723,14383.879470064854,11.12,2,2023-04-29,17:52:00
2,0,-61.01212950902707,74508.05068180176,13394.850485578021,10.7,2,2023-04-29,17:52:00
3,0,-61.581481264017086,74508.05173678054,14228.172227081419,11.41,2,2023-04-29,17:52:00
4,0,-60.81583833645406,74508.05335722963,13865.462993416695,11.0,2,2023-04-29,17:52:00
5,0,-66.94581805177086,74508.0558208328,13546.255014972809,11.52,2,2023-04-29,17:52:00
6,0,-61.067806886311125,74508.05802761385,13949.748291232754,11.27,2,2023-04-29,17:52:00
7,0,-61.48480297805647,74508.06021759444,14493.05432015149,10.73,2,2023-04-29,17:52:00
8,,-70.62874656992349,74508.0632983599,13198.746332871826,11.12,2,2023-04-29,17:52:00
9,0,-70.41853631507587,74508.06760521323,15028.671951147573,11.65,2,2023-04-29,17:52:00
10,0,-76.6332815223442,74508.07140130721,11801.845225413379,11.96,2,2023-04-29,17:52:00
11,0,-79.88795717369253,74508.0757686988,13867.443312551995,12.71,2,2023-04-29,17:52:00
12,0,-78.136297501645,74508.08044980055,14224.441680989325,11.7,2,2023-04-29,17:52:00
13,0,-79.93060635120011,74508.08533111529,14551.08487854246,11.18,2,2023-04-29,17:52:00
14,0,-84.93179795077243,74508.09105277824,16062.015436811094,12.81,2,2023-04-29,17:52:00
15,0,-89.98682772413002,74508.09672277897,13571.577052196231,13.08,2,2023-04-29,17:52:00
16,0,-96.38246648173934,74508.10403935688,13804.75415351661,11.39,2,2023-04-29,17:52:00
17,0,-96.13894214225914,74508.11106883398,13956.53375577337,12.75,2,2023-04-29,17:52:00
18,0,-91.19279455949031,74508.11809095499,13765.628673114205,11.46,2,2023-04-29,17:52:00
19,0,-93.87084657693505,74508.12567765967,15402.408454432916,12.02,2,2023-04-29,17:52:00
20,0,-97.72508122515207,74508.13314895265,14428.539842296366,12.73,2,2023-04-29,17:52:00
21,0,-96.30185509806732,74508.14044303798,14536.694838481222,13.13,2,2023-04-29,17:52:00
22,0,-107.0980860366241,74508.1495730443,13259.4023036264,11.84,2,2023-04-29,17:52:00
23,0,-92.21709428421661,74508.15661753865,13583.656040700276,11.73,2,2023-04-29,17:52:00
24,,-98.70297406349565,74508.16449293525,13155.264550884076,12.35,2,2023-04-29,17:52:00
25,0,-97.6346821249806,74508.17290651108,13854.572163346507,11.25,2,2023-04-29,17:52:00
26,0,-95.90376867099107,74508.1812647459,13295.075048793158,12.94,2,2023-04-29,17:52:00
27,0,,74508.18989802491,12826.83860566795,12.35,2,2023-04-29,17:52:00
28,0,-101.02688797802881,74508.19769129886,13601.218545159549,11.37,2,2023-04-29,17:52:00
29,0,-94.86572817737603,74508.20517914824,13334.417595374285,12.65,2,2023-04-29,17:52:00
30,0,-95.61097143637038,74508.21283805397,14270.879411661545,12.52,2,2023-04-29,17:52:00
31,0,-94.15162222972405,74508.22036435328,12927.826238838197,13.12,2,2023-04-29,17:52:00
32,0,-92.30491393690792,74508.22793325913,13139.093293727385,12.9,2,2023-04-29,17:52:00
33,0,-100.533346439759,74508.23661670917,14755.193407576755,12.77,2,2023-04-29,17:52:00
34,0,-93.80325277880733,74508.24410753898,13540.367685912188,12.54,error,2023-04-29,17:52:00
35,0,-90.02226222084737,74508.25158865028,14214.000944004389,12.26,2,2023-04-29,17:52:00
36,0,-96.78573201799503,74508.2593728495,13551.4496814741,12.36,2,2023-04-29,17:52:00
37,0,-95.8755140072171,74508.26790142026,14203.361290272875,12.45,2,2023-04-29,17:52:00
38,0,-95.09965800577373,74508.27626251611,15499.192917027349,13.5,2,2023-04-29,17:52:00
39,0,-95.35035069433036,74508.28446630079,14358.72792709951,12.44,2,2023-04-29,17:52:00
40,0,-99.14691189029558,74508.29211802519,,12.87,2,2023-04-29,17:52:00
41,0,-90.62419823768512,74508.29927331676,13986.880837294988,12.69,2,2023-04-29,17:52:00
42,0,-95.43000004531112,74508.30673403831,15290.850774843158,12.87,2,2023-04-29,17:52:00
43,0,-98.26827568288351,74508.3147570718,12455.860865136225,12.88,2,2023-04-29,17:52:00
44,0,-95.34484123666593,74508.32228622322,13525.278855236233,12.95,2,2023-04-29,17:52:00
45,0,-107.68029821915252,74508.33075604109,14407.739576467411,12.74,2,2023-04-29,17:52:00
46,0,-95.2854394879818,74508.3387186753,13742.771457738421,12.6,error,2023-04-29,17:52:00
47,0,-97.22506827540235,74508.34706496929,13147.46368540124,12.97,2,2023-04-29,17:52:00
48,0,-101.10659146943641,74508.35497010681,13029.29797170686,13.48,2,2023-04-29,17:52:00
49,0,-96.07748144878597,74508.3623942457,13833.138805325547,12.07,2,2023-04-29,17:52:00
50,0,-92.41727641592944,74508.36994027109,13945.874570129996,12.58,2,2023-04-29,17:52:00
51,0,-90.31219522682568,74508.3773083207,15401.392308536324,11.97,2,2023-04-29,17:52:00
52,0,-88.46804911040991,74508.3843913436,14236.974422253876,13.42,2,2023-04-29,17:52:00
53,0,-102.23829846936424,74508.3920256599,14651.21582559248,13.51,2,2023-04-29,17:52:00
