time,charge,power,odometer,weight,temperature,doors,start_date,start_time
0,0,-62.42266866042984,69886.71026482338,13615.578763520096,11.13,2,2023-10-09,08:52:00
1,0,-68.00454092830778,69886.71065543022,13658.74691126336,10.15,2,2023-10-09,08:52:00
2,0,-72.38740275253852,69886.71224115822,14349.259567498344,11.28,2,2023-10-09,08:52:00
3,0,-78.36720787170832,69886.71355232297,13738.852642975902,10.81,2,2023-10-09,08:52:00
4,0,-82.91291377306712,69886.71598311051,14429.541053241348,11.73,2,2023-10-09,08:52:00
5,0,-89.5446598162002,69886.71861297809,13321.470859863013,10.68,2,2023-10-09,08:52:00
6,0,-85.87056240596185,69886.72089919483,15069.316846791347,10.84,2,2023-10-09,08:52:00
7,0,-91.86434296080348,69886.72368120687,14107.834479617904,11.77,2,2023-10-09,08:52:00
8,0,-102.06183796352833,69886.72824886689,12633.562903062142,11.46,2,2023-10-09,08:52:00
9,0,-104.2180591652824,69886.73315676358,14091.36950983571,11.18,2,2023-10-09,08:52:00
10,0,-105.50438424406772,69886.73865195966,13450.936044801665,11.22,2,2023-10-09,08:52:00
11,0,-115.54908961275736,69886.74463791586,14881.714893514325,12.76,2,2023-10-09,08:52:00
12,0,-124.76857290160096,69886.75155628339,13356.86747381612,11.37,2,2023-10-09,08:52:00
13,0,-121.38659581165142,69886.75870994024,13709.808799843619,10.97,2,2023-10-09,08:52:00
14,0,-139.21704291925104,69886.76756573135,13887.403928854535,11.49,2,2023-10-09,08:52:00
15,0,-130.87062380030093,69886.77566430476,13004.7656983092,12.01,2,2023-10-09,08:52:00
16,0,-135.15251770071478,69886.78464035694,14847.756161650854,11.84,2,2023-10-09,08:52:00
17,0,-139.06329134153316,69886.79318794518,12607.69146771259,11.82,2,2023-10-09,08:52:00
18,0,-145.38043158805922,69886.80264828721,14002.563666241418,12.21,2,2023-10-09,08:52:00
19,0,-145.3940894893639,69886.81214571321,14341.18996117507,10.99,2,2023-10-09,08:52:00
20,0,-148.63022274931987,69886.82211589623,14775.84880755403,12.2,2,2023-10-09,08:52:00
21,0,-158.4186889983498,69886.83305255005,14087.245964059995,12.45,2,2023-10-09,08:52:00
22,0,-150.28356879720957,69886.84295212927,12900.386419807068,11.99,2,2023-10-09,08:52:00
23,0,-157.51614654023277,69886.85371040854,12617.764103872787,11.81,2,2023-10-09,08:52:00
24,0,-157.74030537349225,69886.86477322609,12981.858725998662,12.34,2,2023-10-09,08:52:00
25,0,-150.17497453244573,69886.8752705551,13167.852107708237,11.61,2,2023-10-09,08:52:00
26,0,-146.14885336547655,69886.88544786639,13050.133337383611,11.97,2,2023-10-09,08:52:00
27,0,-148.78039513618035,69886.8954707844,14316.933999565983,12.51,2,2023-10-09,08:52:00
28,0,-154.95669443927804,69886.90610937632,14895.137491510708,12.39,2,2023-10-09,08:52:00
29,0,-154.46904655434224,69886.9167766024,12224.165413270654,12.84,2,2023-10-09,08:52:00
30,0,-157.57466403524265,69886.92775764884,13337.624820689853,11.76,2,2023-10-09,08:52:00
31,0,-145.25100858275343,69886.93773909156,14197.383715118971,12.83,2,2023-10-09,08:52:00
32,0,-152.13161488509127,69886.94831511233,13128.859415602026,12.44,2,2023-10-09,08:52:00
33,0,-160.19201593300414,69886.95871018295,14140.696855149108,12.2,2,2023-10-09,08:52:00
34,0,-152.7706376377027,69886.96920871874,14084.606155681495,11.84,2,2023-10-09,08:52:00
35,0,-146.57818951858158,69886.97933670785,12798.736302572222,12.71,2,2023-10-09,08:52:00
36,0,-149.64542810754705,69886.9890199368,13239.514103500107,12.39,2,2023-10-09,08:52:00
37,0,-152.30423127014916,69886.99943754074,13696.536173185299,12.47,2,2023-10-09,08:52:00
38,0,-151.7144125453693,69887.00937272182,14376.847569937794,12.92,2,2023-10-09,08:52:00
39,0,-152.42577752848868,69887.02003642486,13165.175202677186,12.76,2,2023-10-09,08:52:00
40,0,-147.34386014989738,69887.02994405372,13148.183673141752,12.48,2,2023-10-09,08:52:00
41,,-145.86735551972205,69887.03977032691,13718.091007986104,12.84,2,2023-10-09,08:52:00
42,0,-161.38318130428823,69887.05103884544,13000.090777977102,13.38,2,2023-10-09,08:52:00
43,0,-154.6561639874726,69887.06170956504,13237.222568861145,12.61,2,2023-10-09,08:52:00
44,0,-157.2941647740585,69887.07238608548,13105.23721331523,12.71,2,2023-10-09,08:52:00
45,0,-147.37087536838266,69887.08245624005,14786.377564043381,12.72,2,2023-10-09,08:52:00
46,0,-153.0715091584711,69887.09301494558,14534.51347478155,12.43,2,2023-10-09,08:52:00
47,0,-163.92229650357262,69887.10418417958,13317.98585786597,12.39,2,2023-10-09,08:52:00
48,0,-151.42623593014233,69887.11513368262,13499.89962568441,11.99,2,2023-10-09,08:52:00
49,0,-151.39158871551552,69887.1250165352,14120.151982133892,13.99,2,2023-10-09,08:52:00
50,0,-162.37513493427664,69887.13623769369,14607.430747361246,12.7,2,2023-10-09,08:52:00
51,0,-158.38173706444883,69887.14709351209,12048.710947984042,12.82,2,2023-10-09,08:52:00
52,0,-153.91563776241094,69887.15780989657,13801.98437203098,13.42,2,2023-10-09,08:52:00
53,0,-159.46928052843535,69887.16872709023,13604.617454780302,12.91,2,2023-10-09,08:52:00
54,0,-147.5913442503773,69887.17867854628,14459.978297471096,13.62,2,2023-10-09,08:52:00
55,0,-163.80317158839313,69887.18981289674,12354.742454378555,12.43,2,2023-10-09,08:52:00
56,0,-154.83404179775815,69887.20053814408,13751.457939714322,12.96,2,2023-10-09,08:52:00
57,0,-151.74638662258786,69887.21107413777,12164.021863935064,12.69,2,2023-10-09,08:52:00
58,0,-150.4719853654505,69887.22118322938,13373.016517398653,12.06,2,2023-10-09,08:52:00
59,0,-162.76832880137994,69887.23231120025,14220.798908885123,13.32,2,2023-10-09,08:52:00
60,0,-156.05673383263746,69887.24317743917,13728.543963799562,14.11,2,2023-10-09,08:52:00
61,0,-154.74430545842966,69887.25393492042,13550.851244864589,13.28,2,2023-10-09,08:52:00
62,0,-157.9285347314199,69887.26480769945,13957.285723785752,12.77,2,2023-10-09,08:52:00
63,0,-156.12596492900516,69887.27492973296,13844.483059363143,13.73,2,2023-10-09,08:52:00
64,0,-159.72468070248112,69887.28558394339,13965.20426403185,13.96,2,2023-10-09,08:52:00
65,0,-152.8171103000971,69887.29585346008,13079.307493031567,13.64,2,2023-10-09,08:52:00
66,0,-158.29859030656206,69887.3067163106,13027.080975024932,13.43,2,2023-10-09,08:52:00
67,0,-151.76890085690457,69887.31712759139,13462.662273197086,13.62,2,2023-10-09,08:52:00
68,0,-156.64365401242054,69887.32792644236,12769.228325237169,13.56,2,2023-10-09,08:52:00
69,0,-158.3925865944768,69887.3390452375,13892.20123013056,12.88,2,2023-10-09,08:52:00
70,0,-148.72632886093132,69887.34922420264,14539.101781399077,14.15,2,2023-10-09,08:52:00
71,0,-142.3770882198247,69887.35834841517,14715.526867225797,12.96,2,2023-10-09,08:52:00
72,0,-154.6245691629411,69887.36892878581,14189.132649796944,13.77,2,2023-10-09,08:52:00
73,0,-159.00713943691412,69887.38002094724,13950.813658913306,14.39,2,2023-10-09,08:52:00
74,0,-153.88611433237196,69887.3902234762,13371.865487191839,13.87,2,2023-10-09,08:52:00
75,,-153.9802994921115,69887.40056242485,12463.313645350405,13.94,2,2023-10-09,08:52:00
76,0,-158.24320326737075,69887.41190277034,12403.118081589773,14.08,2,2023-10-09,08:52:00
77,0,-151.7685406843155,69887.4223460208,14403.09853324437,13.46,2,2023-10-09,08:52:00
78,0,-146.99779144980297,69887.43222190674,12759.31144139648,13.31,2,2023-10-09,08:52:00
79,0,-158.46530731240827,69887.44316693181,12810.306173511612,14.03,2,2023-10-09,08:52:00
80,0,-162.93285226586607,69887.45433037847,13574.005751228102,13.91,2,2023-10-09,08:52:00
81,0,-159.0729011255585,69887.46530239531,13036.97826992867,14.47,2,2023-10-09,08:52:00
82,0,-147.79173339014687,69887.47530564187,14388.594476969216,14.96,2,2023-10-09,08:52:00
83,0,-151.63141411502284,69887.48566507098,14278.2672357137,14.31,2,2023-10-09,08:52:00
84,0,-166.5005822520459,69887.49733378833,14815.572189181781,13.57,2,2023-10-09,08:52:00
85,0,-149.29899850746872,69887.50714072716,13922.170255820738,14.7,2,2023-10-09,08:52:00
86,0,-152.165014863104,69887.51786935276,11427.691738346415,14.78,2,2023-10-09,08:52:00
87,0,-157.74793379097085,69887.52825330383,14142.114331987734,14.43,2,2023-10-09,08:52:00
88,0,-157.24674215317953,69887.5389893562,13748.15348718804,13.91,2,2023-10-09,08:52:00
89,0,-152.3430478876621,69887.54988572311,13431.114938019022,13.99,2,2023-10-09,08:52:00
90,0,-153.10862296346693,69887.56028018719,13455.798333715959,14.74,2,2023-10-09,08:52:00
91,0,-157.0899700102348,69887.5703910889,13114.547893390962,14.28,2,2023-10-09,08:52:00
92,0,-146.6162021099826,69887.5799876841,13689.564568960486,13.71,2,2023-10-09,08:52:00
93,0,-160.03209821427578,69887.59096085755,13748.070281500566,14.55,2,2023-10-09,08:52:00
94,0,-155.54745204269085,69887.60163177046,13354.0132597441,14.53,2,2023-10-09,08:52:00
95,0,-150.07170797900503,69887.61209933912,13925.618839915183,15.38,2,2023-10-09,08:52:00
96,0,-152.90098948789222,69887.6221519552,13967.788714941747,14.67,2,2023-10-09,08:52:00
97,0,-149.2289159297798,69887.6328399537,14213.99884329626,15.64,2,2023-10-09,08:52:00
98,0,-151.8026083224303,69887.64358591153,12687.59449955414,14.95,2,2023-10-09,08:52:00
99,0,-155.42422711365748,69887.65445098531,13684.866763704016,14.78,2,2023-10-09,08:52:00
100,0,-155.71496994985893,69887.66490590759,13089.859179457811,15.3,2,2023-10-09,08:52:00
