time,charge,power,odometer,weight,temperature,doors,start_date,start_time
0,0,-71.09478745793793,61976.97762202743,16129.793890757659,27.06,2,2023-08-05,17:06:00
1,0,-75.00868988047485,61976.97810106091,16116.35988210533,28.07,2,2023-08-05,17:06:00
2,0,-71.96605407963708,61976.978604935306,16083.636340316853,27.74,2,2023-08-05,17:06:00
3,0,-72.81540183924172,61976.979080585,16315.596182725392,27.28,2,2023-08-05,17:06:00
4,0,-72.93354046116418,61976.980268585474,16020.183599809772,28.51,2,2023-08-05,17:06:00
5,0,-78.89290008431774,61976.98209060938,15660.781998513696,27.61,2,2023-08-05,17:06:00
6,0,-79.42062345845517,61976.98387426022,17134.189156539192,28.09,2,2023-08-05,17:06:00
7,0,-79.82892514648691,61976.98587325816,15519.209105564158,28.33,2,2023-08-05,17:06:00
8,0,-81.66052603854875,61976.98813319106,17591.57473495739,27.91,2,2023-08-05,17:06:00
9,0,-89.50046670815172,61976.990800296546,16728.08909605269,28.63,2,2023-08-05,17:06:00
10,0,-84.45990396084851,61976.99290806119,17441.30357982342,27.19,2,2023-08-05,17:06:00
11,0,-86.83244427182048,61976.99619044898,16234.722710094224,28.33,2,2023-08-05,17:06:00
12,0,-90.98045068042931,61976.99887450069,16056.77929995309,27.42,2,2023-08-05,17:06:00
13,0,-94.54408033687966,61977.00238405998,16555.971978885555,27.44,2,2023-08-05,17:06:00
14,0,-99.41148210019166,61977.00632653357,15131.30923440265,27.48,2,2023-08-05,17:06:00
15,0,-103.90025331323311,61977.01096360295,16064.99224691337,26.93,2,2023-08-05,17:06:00
16,0,-99.17378084730912,61977.01601738907,14789.547236175982,27.58,2,2023-08-05,17:06:00
17,0,-97.75231222661694,61977.02089984091,16632.407298480794,27.35,2,2023-08-05,17:06:00
18,0,-98.0333072113349,61977.02574560632,16702.948709871558,27.88,2,2023-08-05,17:06:00
19,0,-111.37278129868572,61977.03160705079,15079.464271576984,27.96,2,2023-08-05,17:06:00
20,0,-94.18142170177887,61977.035671408215,16691.865700961283,27.45,2,2023-08-05,17:06:00
21,0,-109.70253895762984,61977.04092915715,15707.878578529753,28.01,2,2023-08-05,17:06:00
22,0,-96.31984393411376,61977.04573694888,15371.72623983694,27.63,2,2023-08-05,17:06:00
23,0,-100.90204931092278,61977.051174728906,15517.03132796953,27.14,2,2023-08-05,17:06:00
24,0,-106.95999373988246,61977.05657382564,15251.741984534206,28.46,2,2023-08-05,17:06:00
25,0,-103.77636233955357,61977.062159230445,16053.019604597568,27.34,2,2023-08-05,17:06:00
26,0,-103.67772299734915,61977.067711529184,16960.04647820243,27.58,2,2023-08-05,17:06:00
27,0,-105.86897940625059,61977.073630739455,16780.188282199888,27.44,2,2023-08-05,17:06:00
28,0,-104.46682638258223,61977.079312021364,17240.213199394864,27.55,2,2023-08-05,17:06:00
29,0,-106.38286614345942,61977.08490749278,15013.001503888281,26.95,2,2023-08-05,17:06:00
30,0,-107.00486289946747,61977.09026203347,16326.900441191701,27.53,2,2023-08-05,17:06:00
31,0,-106.1702430701833,61977.09565480141,16385.35212113473,26.78,2,2023-08-05,17:06:00
32,0,-106.01201727636129,61977.1015656976,16920.848412272564,27.03,2,2023-08-05,17:06:00
33,0,-96.95291487717012,61977.1061210634,16689.25730109115,27.0,2,2023-08-05,17:06:00
34,0,-106.5305870808009,61977.11166368444,16491.33933855201,26.77,2,2023-08-05,17:06:00
