time,charge,power,odometer,weight,temperature,doors,start_date,start_time
0,0,-69.89316279945693,114440.50593024977,17287.06776562585,28.0,2,2023-07-17,17:17:00
1,0,-77.1235193733264,114440.50698519635,17807.9574095477,27.95,2,2023-07-17,17:17:00
2,0,-78.73667668898388,114440.50787559598,17463.89460939388,28.06,2,2023-07-17,17:17:00
3,0,-73.49928751522809,114440.50912830401,18303.25007607272,28.47,2,2023-07-17,17:17:00
4,0,-74.4163589817076,114440.51014546824,17891.45166679401,27.88,2,2023-07-17,17:17:00
5,0,-71.51170694636274,114440.51180138851,17379.14373048193,28.67,2,2023-07-17,17:17:00
6,0,-75.31442156378911,114440.51327352335,17588.918292168248,27.67,2,2023-07-17,17:17:00
7,0,-84.81604408290333,114440.5155605584,17324.04653699066,28.11,2,2023-07-17,17:17:00
8,0,-84.76589187779545,114440.51808030163,16076.999903120373,28.21,2,2023-07-17,17:17:00
9,0,-81.97636900897247,114440.52025256184,17320.296921785706,27.85,2,2023-07-17,17:17:00
10,0,-88.97658952820392,114440.52335173784,17198.19466631865,27.18,2,2023-07-17,17:17:00
11,0,-97.4272350562626,114440.52773836594,18089.76471217968,27.5,2,2023-07-17,17:17:00
12,0,-97.71397641537392,114440.53167324785,19151.84049618039,27.92,2,2023-07-17,17:17:00
13,0,-89.24781273486573,114440.53536202252,16222.614506979538,27.84,2,2023-07-17,17:17:00
14,0,-97.28017917667808,114440.54000640032,17610.597057363822,27.55,2,2023-07-17,17:17:00
15,0,-99.49312442909229,114440.54482853592,18069.155640227153,27.36,2,2023-07-17,17:17:00
16,0,-100.78237671156273,114440.54975532457,17163.180355861798,28.26,2,2023-07-17,17:17:00
17,0,-106.62777563381482,114440.55493571212,17285.26998977324,28.12,2,2023-07-17,17:17:00
18,,-107.97795702154167,114440.56091002632,17760.729114039757,27.68,2,2023-07-17,17:17:00
19,0,-103.46256148801021,114440.56641061808,18353.07902264985,28.28,2,2023-07-17,17:17:00
20,0,-110.18710433280872,114440.57252229529,17540.0570084393,27.77,2,2023-07-17,17:17:00
21,0,-105.96153703574458,114440.57800121908,16305.39571910767,26.44,2,2023-07-17,17:17:00
22,0,-103.60050337539903,114440.58356545004,15594.22799951165,27.05,2,2023-07-17,17:17:00
23,0,-106.96803534615155,114440.58906122067,17185.153392649463,26.88,2,2023-07-17,17:17:00
24,0,-105.95712097142533,114440.59464918575,16556.208728585396,27.0,2,2023-07-17,17:17:00
25,0,-108.14453003834645,114440.60022059034,17791.727985392543,27.39,2,2023-07-17,17:17:00
26,0,-108.7603250105929,114440.6063245052,15559.13420851245,27.93,2,2023-07-17,17:17:00
27,0,-107.2318325568772,114440.61255101571,18159.591216799985,27.87,2,2023-07-17,17:17:00
28,0,-113.45521851726858,114440.61879189893,16597.772159929522,27.38,2,2023-07-17,17:17:00
29,0,-103.68579094451854,114440.62424211367,17382.391348719822,27.22,2,2023-07-17,17:17:00
30,0,-111.52122003991865,114440.6305457643,17884.571406757517,27.04,2,2023-07-17,17:17:00
31,0,-105.53463387538959,114440.63660545135,16053.692289930377,27.96,2,2023-07-17,17:17:00
32,0,-114.76213736376027,114440.64296473442,15652.047460735597,26.96,2,2023-07-17,17:17:00
33,0,-106.05159623078877,114440.64877134027,16453.509971568947,28.32,2,2023-07-17,17:17:00
34,0,-115.29671786991011,114440.65552368903,17648.770742715464,27.48,2,2023-07-17,17:17:00
35,0,-111.22494589028034,114440.66163701288,17550.578837024193,28.27,2,2023-07-17,17:17:00
36,0,-114.03120016717475,114440.66824750882,17151.027735718195,27.71,2,2023-07-17,17:17:00
37,0,-100.08603661101002,114440.67356977129,16218.574676107635,27.89,2,2023-07-17,17:17:00
38,0,-97.30580201235819,114440.67784749846,16227.481725900523,27.94,2,2023-07-17,17:17:00
39,0,-110.69728825652965,114440.68424343463,16527.639368229993,26.64,2,2023-07-17,17:17:00
40,0,-105.39885711153717,114440.69063914403,16926.546422314794,27.22,2,2023-07-17,17:17:00
41,0,-109.68605629253815,114440.6970487575,17697.479632705705,27.19,2,2023-07-17,17:17:00
42,0,-111.074691809944,114440.70300880865,17650.34889477096,27.59,2,2023-07-17,17:17:00
43,0,-108.99854975975444,114440.70956482136,16330.472250679515,27.3,2,2023-07-17,17:17:00
44,0,-104.62405479647947,114440.7150449328,16632.49247310853,27.01,2,2023-07-17,17:17:00
45,0,-118.84961451194042,114440.72163461876,17258.82713977423,26.96,2,2023-07-17,17:17:00
46,0,-103.82693865726523,114440.72725374454,17740.020127778695,27.36,2,2023-07-17,17:17:00
47,0,-110.87053296743503,114440.73343710043,17271.434486313432,26.73,2,2023-07-17,17:17:00
48,0,-110.38476773286061,114440.73930543459,17758.969456243216,27.17,2,2023-07-17,17:17:00
49,0,-103.62620306471779,114440.74503674518,17260.689416936708,26.24,2,2023-07-17,17:17:00
50,0,-107.73385681849706,114440.75069016214,16844.196703219517,27.12,2,2023-07-17,17:17:00
51,0,-107.5052308245485,114440.75607439576,18197.395640540257,26.07,2,2023-07-17,17:17:00
52,,-102.43432628692388,114440.76065112067,18831.160958662662,26.37,2,2023-07-17,17:17:00
53,0,-114.35694603249705,114440.76682879135,16876.97237503339,26.58,2,2023-07-17,17:17:00
54,,-99.19937484312369,114440.7716806198,16158.342714959153,26.36,2,2023-07-17,17:17:00
55,0,-112.44268219160274,114440.77808559439,18665.915537524408,26.07,2,2023-07-17,17:17:00
56,0,-105.96307363707966,114440.78372746377,17986.86893298895,27.12,2,2023-07-17,17:17:00
57,0,-114.08949802285812,114440.79024415492,18425.667391579653,26.67,2,2023-07-17,17:17:00
58,0,-110.89181884818437,114440.79666282203,17071.570072520197,27.0,2,2023-07-17,17:17:00
59,0,-103.26800023112132,114440.80222012865,17732.116336286093,26.68,2,2023-07-17,17:17:00
60,0,-107.07935398266413,114440.80809117781,16802.627613455345,25.86,2,2023-07-17,17:17:00
61,0,-105.36924988104444,114440.8133746153,17232.624753053846,26.85,2,2023-07-17,17:17:00
62,0,-105.59541029151374,114440.818658322,17305.26652259244,27.41,2,2023-07-17,17:17:00
63,0,-108.19146528689885,114440.82447443754,17028.065541711825,26.51,2,2023-07-17,17:17:00
64,0,-105.30444885303112,114440.82982303272,17806.477911507474,27.45,2,2023-07-17,17:17:00
65,0,-100.19540250469625,114440.83444776858,16743.2796009432,26.35,2,2023-07-17,17:17:00
66,0,-107.91281524243028,114440.84009539381,18053.447736366994,26.58,2,2023-07-17,17:17:00
67,0,-101.69205505750487,114440.84517861463,17165.405808559688,26.66,2,2023-07-17,17:17:00
68,0,-109.34442261489552,114440.8509097084,17098.210742364074,26.03,2,2023-07-17,17:17:00
69,0,-113.73928704033187,114440.8576214125,16623.756580274185,25.99,2,2023-07-17,17:17:00
70,0,-110.72575427556555,114440.86354549343,16706.230081321133,27.22,2,2023-07-17,17:17:00
71,0,-100.10866003249421,114440.86877814094,16531.05748122369,26.51,2,2023-07-17,17:17:00
72,0,,114440.87369855294,16020.092275561336,26.83,2,2023-07-17,17:17:00
73,0,-114.23362282009299,114440.88021808947,18197.58032395338,26.22,2,2023-07-17,17:17:00
74,0,-107.67316876899693,114440.88635895417,17754.882888765504,26.72,2,2023-07-17,17:17:00
75,0,-105.63241202895428,114440.89181297735,18773.72405952573,26.42,2,2023-07-17,17:17:00
76,0,-101.93683306941233,114440.89670145967,16851.74445714095,25.79,2,2023-07-17,17:17:00
77,0,-107.35244782005182,114440.90240296771,16328.154306707123,25.91,2,2023-07-17,17:17:00
78,0,-94.27501886682295,114440.90620344771,18069.855538458465,26.58,2,2023-07-17,17:17:00
79,0,-92.5796341051567,114440.91024644722,15491.531473423598,26.09,2,2023-07-17,17:17:00
80,error,-96.59588963729877,114440.91442898763,17550.714328947113,26.21,2,2023-07-17,17:17:00
81,0,-89.40902624851489,114440.9178549512,14901.29297102706,26.01,2,2023-07-17,17:17:00
82,0,-91.14222841243476,114440.92120814601,17553.55950273342,24.7,2,2023-07-17,17:17:00
83,0,-95.65987957063977,114440.92527499178,17731.973475395953,27.52,2,2023-07-17,17:17:00
84,0,-87.70199296987613,114440.92860780543,19058.705569095477,26.73,2,2023-07-17,17:17:00
85,0,-84.81537122601043,114440.93182153688,17484.96738895242,27.08,2,2023-07-17,17:17:00
86,0,-81.82073041874594,114440.93421522474,18276.84772647623,26.06,2,2023-07-17,17:17:00
87,0,-77.39301189948678,114440.93557621444,17926.375888210998,26.12,2,2023-07-17,17:17:00
88,0,-79.10862034630105,114440.93701750635,17849.03369189591,25.02,2,2023-07-17,17:17:00
89,0,-80.4223620738346,114440.93835523362,,25.54,2,2023-07-17,17:17:00
90,0,-74.52563068140736,114440.9397634537,17531.04774256103,27.02,2,2023-07-17,17:17:00
91,0,-77.19558102155412,114440.94119123768,17197.462293615998,27.31,2,2023-07-17,17:17:00
92,0,-69.37003225214728,114440.94153154908,17207.34253074951,26.2,2,2023-07-17,17:17:00
93,0,-65.35670568599373,114440.94153154908,17184.861843805233,26.31,2,2023-07-17,17:17:00
94,0,-63.11582925541351,114440.94153154908,17252.388090644727,25.7,2,2023-07-17,17:17:00
95,0,-67.59317819540927,114440.94153154908,17208.079140792455,27.4,2,2023-07-17,17:17:00
96,0,-66.3394675914976,114440.94153154908,17286.853140865256,26.46,0,2023-07-17,17:17:00
97,0,-67.05998006000515,114440.94153154908,17130.142891955053,26.69,0,2023-07-17,17:17:00
98,0,-65.25627729565537,114440.94153154908,17265.80757006498,27.06,0,2023-07-17,17:17:00
99,0,-65.79008247261436,114440.94153154908,17252.653465874104,26.51,0,2023-07-17,17:17:00
100,0,-70.57067102303574,114440.94153154908,17265.334864070963,26.24,0,2023-07-17,17:17:00
101,0,-68.31653383300993,114440.94153154908,17221.778690323907,26.28,0,2023-07-17,17:17:00
102,0,-68.48610800971875,114440.94153154908,17282.267967660675,26.55,0,2023-07-17,17:17:00
103,0,-66.16777137732213,114440.94153154908,17323.509235920377,26.67,0,2023-07-17,17:17:00
104,0,-67.0748688091515,114440.94153154908,17193.675345014763,26.53,0,2023-07-17,17:17:00
105,0,-65.63007884908119,114440.94153154908,17255.15672678955,25.48,0,2023-07-17,17:17:00
106,0,-69.55857502381461,114440.94153154908,17233.377184887227,25.86,0,2023-07-17,17:17:00
107,0,-65.72362061000088,114440.94153154908,17196.446181589403,25.55,1,2023-07-17,17:17:00
108,0,-66.74923445346397,114440.94153154908,17254.36303668513,26.57,2,2023-07-17,17:17:00
109,0,-69.55407399871781,114440.94211218243,17357.351296760426,25.78,2,2023-07-17,17:17:00
110,0,-62.87237912407942,114440.94261472275,18268.84421387912,25.93,2,2023-07-17,17:17:00
111,0,-63.70439969608964,114440.9428843008,17136.25258393381,25.89,2,2023-07-17,17:17:00
112,0,-77.81785329893552,114440.94414982045,16025.935960027293,25.45,2,2023-07-17,17:17:00
113,0,-69.92031235617436,114440.94444983528,17266.441737026893,26.52,2,2023-07-17,17:17:00
114,0,-78.71010277971527,114440.94560548819,17668.887465187727,26.08,2,2023-07-17,17:17:00
115,0,-80.44624500368629,114440.94753476289,16742.39499325871,26.38,2,2023-07-17,17:17:00
116,0,-80.26276569580108,114440.95008999023,17027.447789225524,25.41,2,2023-07-17,17:17:00
117,0,-85.97948676489203,114440.95278040782,16864.126476295092,25.32,2,2023-07-17,17:17:00
118,0,-87.18099244134388,114440.9560786986,16068.632138035418,25.78,2,2023-07-17,17:17:00
119,0,-88.73094211461276,114440.95897264469,18079.737817331174,25.06,2,2023-07-17,17:17:00
120,0,-89.53508658638353,114440.9624705894,16036.550946714826,25.13,2,2023-07-17,17:17:00
121,0,-92.4558172067265,114440.96670573698,17116.665567625856,25.8,2,2023-07-17,17:17:00
122,0,-84.39801650831639,114440.96976505403,17769.32716376515,25.91,2,2023-07-17,17:17:00
